ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
05.08.2023,03.08.2023,19,05.08.2023,09,07300516,1600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.08.2023,04.08.2023,22,05.08.2023,08,09401329,3854,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.08.2023,05.08.2023,08,05.08.2023,14,10300732,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.08.2023,04.08.2023,19,04.08.2023,23,12200515,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.08.2023,04.07.2023,11,05.07.2023,07,08100419,1020,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
05.08.2023,02.08.2023,09,02.08.2023,17,01200520,2059,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,18,04.08.2023,04,01300836,1825,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,08,02.08.2023,17,12400723,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,07,04.08.2023,16,09401433,1980,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,12,03.08.2023,23,04501045,980,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,19,04.08.2023,16,06100103,3242,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,06,03.08.2023,16,11300722,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,22,04.08.2023,08,07501029,727,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,12,03.08.2023,09,09300920,1500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl aus Keller/Boden von Fahrrädern
04.08.2023,03.08.2023,00,04.08.2023,11,07501029,1134,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,23,04.08.2023,12,02100103,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,23,04.08.2023,04,04500939,2800,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,12,03.08.2023,22,07100102,900,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,18,04.08.2023,06,10200418,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,22,02.08.2023,08,02500834,299,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,06,04.08.2023,15,05100208,635,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,07,04.08.2023,15,09401433,1917,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,15,04.08.2023,17,04400830,3800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,09,04.08.2023,12,09501939,1180,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,16,04.08.2023,07,08200831,4632,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,14,03.08.2023,16,04501042,4000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,29.07.2023,14,30.07.2023,12,01100205,800,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.08.2023,04.08.2023,13,04.08.2023,16,04501043,2800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,14,04.08.2023,10,11400931,2599,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.08.2023,01.08.2023,06,01.08.2023,16,03200309,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,11,04.08.2023,11,04300517,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,20,03.08.2023,23,08301037,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,17,04.08.2023,18,07200413,7000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,02,04.08.2023,06,03601243,610,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.08.2023,20.07.2023,13,20.07.2023,13,07200413,842,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,14,04.08.2023,13,04500939,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,18,04.08.2023,08,07300515,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,14,04.08.2023,14,01300836,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
04.08.2023,04.08.2023,09,04.08.2023,15,10400939,822,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,07,04.08.2023,16,08200831,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,08,04.08.2023,09,03701657,1449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,20,04.08.2023,20,11300826,3500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,01,03.08.2023,08,02500835,1300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,12,04.08.2023,09,07300618,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,13,02.08.2023,14,09100407,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,12,03.08.2023,20,07100103,913,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.08.2023,03.08.2023,17,03.08.2023,20,12200515,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,19,04.08.2023,13,04300620,864,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,31.07.2023,19,01.08.2023,16,02300315,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,18,04.08.2023,08,03701659,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,22,03.08.2023,07,11200410,260,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,07,03.08.2023,17,05300737,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,17,02.08.2023,10,06400737,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,18,02.08.2023,10,02200210,600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,23,04.08.2023,01,02500832,1500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
04.08.2023,03.08.2023,16,04.08.2023,14,03601140,445,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,08,04.08.2023,09,03701657,782,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,04.08.2023,14,04.08.2023,18,11100308,5000,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
04.08.2023,02.08.2023,12,03.08.2023,10,01300836,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,16,04.08.2023,09,04501040,1099,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,23,04.08.2023,08,04500939,2588,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,17,02.08.2023,07,07200308,580,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,08,03.08.2023,18,02200212,1215,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,03.08.2023,16,04.08.2023,13,08100415,1780,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,01.08.2023,14,04.08.2023,13,02200211,3420,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
04.08.2023,02.08.2023,20,04.08.2023,20,05100317,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,22,03.08.2023,09,01300731,533,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,13,02.08.2023,19,06100103,888,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,10,02.08.2023,20,12500824,1000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,11,02.08.2023,12,02200213,479,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,31.07.2023,16,02.08.2023,19,07200307,950,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
03.08.2023,30.07.2023,18,01.08.2023,15,08100416,360,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,10,02.08.2023,17,05100313,110,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,21,03.08.2023,09,09301126,1000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,23.07.2023,17,24.07.2023,18,01100206,515,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,30.07.2023,18,30.07.2023,23,02200210,1289,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,26.06.2023,10,27.06.2023,10,07200308,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,07,03.08.2023,12,11300826,450,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
03.08.2023,03.08.2023,20,03.08.2023,20,02200210,250,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,03.08.2023,08,04300517,1025,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,13,03.08.2023,22,01100309,1074,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,16,03.08.2023,18,01100415,625,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,15,03.08.2023,14,05100313,4100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,22.07.2023,00,22.07.2023,02,02500727,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,10,03.08.2023,18,06400737,415,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.08.2023,20,02.08.2023,22,09300920,1549,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,20,03.08.2023,08,08100418,140,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,19,03.08.2023,10,08100311,1183,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,20,03.08.2023,07,09300920,1635,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,03.08.2023,19,10200418,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,02.08.2023,22,04300621,398,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,03.08.2023,08,07200409,1900,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,16.06.2023,09,16.06.2023,17,07200413,2481,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,31.07.2023,15,31.07.2023,21,05100316,2400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,10,03.08.2023,17,04300624,3900,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,09,02.08.2023,22,07601238,1330,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,12,03.08.2023,08,06200313,867,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.08.2023,19,02.08.2023,20,09200511,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,07,03.08.2023,10,04500937,391,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.07.2023,15,02.07.2023,15,01401043,2,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,15,02.08.2023,18,03100101,30,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,15,03.08.2023,16,11200512,700,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,08,03.08.2023,17,02100104,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,20,03.08.2023,07,09300920,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,03.08.2023,12,03.08.2023,12,11300725,2400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,22,03.08.2023,08,04300414,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,31.07.2023,20,01.08.2023,11,01200522,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,28.07.2023,18,30.07.2023,09,01401049,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,03.08.2023,11,04300624,2223,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.08.2023,17,01.08.2023,19,03601142,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,22,03.08.2023,08,04300414,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.08.2023,19,02.08.2023,08,02200209,6500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,01.08.2023,23,02.08.2023,15,09200613,2335,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
03.08.2023,02.08.2023,23,03.08.2023,09,04501041,2349,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
03.08.2023,02.08.2023,18,03.08.2023,11,07100204,1100,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
03.08.2023,02.08.2023,23,03.08.2023,17,08100417,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,28.07.2023,23,29.07.2023,23,01400937,525,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,19,02.08.2023,11,06100208,2954,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,17,01.08.2023,22,07400720,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
02.08.2023,21.07.2023,21,24.07.2023,10,03601348,1540,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,31.07.2023,13,31.07.2023,23,04501153,699,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,22.07.2023,22,22.07.2023,22,09100101,422,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
02.08.2023,31.07.2023,18,02.08.2023,12,02200212,433,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,07,02.08.2023,14,07400720,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,31.07.2023,08,02.08.2023,17,01100310,270,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,22,02.08.2023,11,04501043,3000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,30.07.2023,14,30.07.2023,19,01401048,1249,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,00,01.08.2023,23,07200414,1697,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
02.08.2023,01.08.2023,19,01.08.2023,22,10200524,398,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,00,01.08.2023,23,07200414,300,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
02.08.2023,30.07.2023,14,31.07.2023,21,04501149,819,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,22,02.08.2023,09,09301024,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,25.07.2023,07,27.07.2023,17,08100314,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,10,02.08.2023,14,01200628,399,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,31.07.2023,19,02.08.2023,17,01100207,699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,21,02.08.2023,07,03601245,1344,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
02.08.2023,02.08.2023,10,02.08.2023,16,10300733,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,19,02.08.2023,09,08100417,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,07,02.08.2023,19,07100102,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,10,02.08.2023,10,01100207,893,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
02.08.2023,02.08.2023,18,02.08.2023,19,02400522,1350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,30.07.2023,11,02.08.2023,10,04501152,180,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,31.07.2023,20,01.08.2023,17,03200206,688,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,10,02.08.2023,17,11401136,1222,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,22,01.08.2023,23,04300416,1900,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,09.07.2023,22,10.07.2023,10,06300525,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,18,02.08.2023,06,03601245,250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,13.07.2023,19,13.07.2023,19,11300721,200,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
02.08.2023,01.08.2023,20,01.08.2023,20,06100103,1299,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
02.08.2023,13.07.2023,18,15.07.2023,20,04400835,300,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,19.07.2023,18,20.07.2023,08,02300315,1,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,19,02.08.2023,19,04501044,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,18,02.08.2023,11,02500832,2200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,28.07.2023,22,30.07.2023,12,04501043,780,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,30.07.2023,19,30.07.2023,22,01401044,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,20,02.08.2023,21,12200309,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,13,02.08.2023,13,08100416,2400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,27.07.2023,02,28.07.2023,10,08100312,1734,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,12,02.08.2023,16,09501736,1006,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,16,02.08.2023,16,12100204,3000,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,20,02.08.2023,18,01401048,500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,02.08.2023,17,02.08.2023,20,03601141,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,25.07.2023,00,26.07.2023,03,02300314,600,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,31.07.2023,11,31.07.2023,13,07100206,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,22,02.08.2023,10,02400521,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,18,01.08.2023,19,04501153,320,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,24.07.2023,07,24.07.2023,19,06400737,558,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
02.08.2023,01.08.2023,21,02.08.2023,16,09301024,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
