ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
14.01.2024,13.01.2024,17,14.01.2024,11,07300515,110,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,16,14.01.2024,12,08100416,999,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,14.01.2024,15,14.01.2024,20,02500830,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,20,14.01.2024,00,06300634,2250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,11.01.2024,17,14.01.2024,13,07200414,3269,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,11.01.2024,17,14.01.2024,15,04400830,4000,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
14.01.2024,12.01.2024,07,12.01.2024,16,04500939,837,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,06.01.2024,10,06.01.2024,23,04501041,1081,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,11,14.01.2024,08,08200623,794,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,17,14.01.2024,11,07200307,2038,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,18,14.01.2024,12,02400624,1829,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,21,14.01.2024,00,06100103,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,20,13.01.2024,20,07200307,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,27.11.2023,12,27.11.2023,12,01200626,0,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,12.01.2024,12,13.01.2024,18,01100313,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,18,14.01.2024,14,02500835,598,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,11.01.2024,20,12.01.2024,08,04200310,1459,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,13.01.2024,17,13.01.2024,18,06100102,1495,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,06.01.2024,00,07.01.2024,13,02500728,1800,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
14.01.2024,13.01.2024,19,14.01.2024,08,01100309,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,14.01.2024,20,14.01.2024,20,01100312,1000,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
14.01.2024,05.01.2024,18,06.01.2024,08,06400838,685,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
14.01.2024,12.01.2024,20,13.01.2024,16,08100209,2500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,13.01.2024,09,13.01.2024,12,04501041,499,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,11.01.2024,22,12.01.2024,11,02100103,1999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,10.01.2024,11,10.01.2024,23,09401534,649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,03.01.2024,00,03.01.2024,23,06400838,500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,13.01.2024,15,13.01.2024,18,06100207,2053,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,12.01.2024,16,13.01.2024,10,01100414,1481,Nein,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
13.01.2024,12.01.2024,07,12.01.2024,15,03601244,638,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,02.01.2024,16,03.01.2024,08,07200409,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,12.01.2024,17,13.01.2024,16,01200623,1800,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,05.01.2024,07,05.01.2024,22,12400723,269,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,13.01.2024,17,13.01.2024,21,12500927,2137,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,07.01.2024,13,10.01.2024,13,03601142,1099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,11.01.2024,18,11.01.2024,19,08100417,1300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
13.01.2024,12.01.2024,20,13.01.2024,04,08100418,1934,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,10.01.2024,20,11.01.2024,08,03601346,1699,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,14,12.01.2024,15,12400722,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,17,11.01.2024,18,08100415,2789,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,22,12.01.2024,17,01100415,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,16,12.01.2024,20,01300732,700,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,17,11.01.2024,19,08100417,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,16,12.01.2024,16,03701658,0,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
12.01.2024,12.01.2024,18,12.01.2024,21,07501133,1000,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,23,12.01.2024,23,02300419,2500,Nein,Fahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
12.01.2024,14.12.2023,07,14.12.2023,20,05300737,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,09,12.01.2024,09,02100102,1100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,10.01.2024,18,12.01.2024,13,07100204,1240,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,15,12.01.2024,17,07200413,4500,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,09,11.01.2024,16,09200715,2700,Unbekannt,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,23,11.01.2024,23,11501340,343,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
12.01.2024,12.01.2024,17,12.01.2024,18,07200413,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,16,12.01.2024,19,07300516,1950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,10.01.2024,19,11.01.2024,08,04400833,837,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,22,12.01.2024,18,07100204,1850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,14.12.2023,15,14.12.2023,17,02400623,1078,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,03.01.2024,19,05.01.2024,13,03701555,599,Nein,diverse Fahrräder,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2023,16,11.01.2023,16,09100408,3609,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,18,11.01.2024,21,08100416,349,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,21,11.01.2024,21,02300417,300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,16,12.01.2024,13,08100208,2400,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
12.01.2024,12.01.2024,07,12.01.2024,16,03601347,1150,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,01,12.01.2024,01,02500831,0,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,18,12.01.2024,09,02300417,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,05,12.01.2024,13,04300623,254,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,11.01.2024,20,12.01.2024,07,01100415,669,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
12.01.2024,12.01.2024,07,12.01.2024,18,06400840,1399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,19,10.01.2024,19,04501042,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,14.09.2023,12,14.09.2023,12,06300526,1200,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,11,11.01.2024,02,01100103,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,12,10.01.2024,19,02500729,950,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,08.01.2024,08,11.01.2024,07,03601243,950,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,15,11.01.2024,12,02500835,824,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.01.2024,10.01.2024,14,11.01.2024,09,07100204,3099,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,01.10.2023,01,01.10.2023,13,09301126,214,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,11.01.2024,12,11.01.2024,12,05200527,440,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,19,11.01.2024,04,02500833,1999,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.01.2024,10.01.2024,13,10.01.2024,21,06400838,974,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,07,10.01.2024,13,10100312,850,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,08.01.2024,21,10.01.2024,19,08100104,4139,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,22,11.01.2024,08,01100103,50,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,08.01.2024,13,09.01.2024,15,07100102,1200,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,11.01.2024,07,11.01.2024,08,01100312,400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,09.01.2024,00,09.01.2024,00,01401046,450,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,11.01.2024,12,11.01.2024,13,02200213,1205,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,05.01.2024,18,07.01.2024,10,02200210,501,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
11.01.2024,27.12.2023,18,28.12.2023,10,03701556,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,07,11.01.2024,09,08100314,2500,Nein,Lastenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
11.01.2024,10.01.2024,19,10.01.2024,21,02500729,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,18,11.01.2024,12,02500833,753,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,08.01.2024,09,11.01.2024,09,07200307,1120,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,20,10.01.2024,20,07300618,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,19.12.2023,14,19.12.2023,15,11400927,140,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,06.01.2024,15,08.01.2024,12,04300414,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,11.01.2024,10,11.01.2024,15,07400825,2800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,10.01.2024,07,10.01.2024,21,09401431,554,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
11.01.2024,08.01.2024,20,09.01.2024,07,02300314,1212,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,07.01.2024,17,09.01.2024,15,03601452,4010,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.01.2024,09.01.2024,19,09.01.2024,23,01400942,2050,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,12,10.01.2024,08,03601142,1500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,10.01.2024,12,10.01.2024,14,02100105,2600,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,08.01.2024,15,09.01.2024,18,03400721,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,07.01.2024,10,10.01.2024,08,08100104,970,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,23.12.2023,18,25.12.2023,14,05300737,250,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,07,09.01.2024,17,12400721,969,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,08.01.2024,19,09.01.2024,09,04200309,0,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,10.01.2024,19,10.01.2024,21,02500834,6623,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,05.01.2023,10,06.01.2023,20,02500729,350,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,08.01.2024,17,09.01.2024,08,07200414,999,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,13,09.01.2024,18,04400835,519,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,08.01.2024,19,08.01.2024,22,04400830,919,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,10.01.2024,15,10.01.2024,16,01100311,1700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,10.01.2024,14,10.01.2024,14,02500835,1159,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
10.01.2024,10.01.2024,13,10.01.2024,15,02100103,3900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,18,10.01.2024,10,08100104,1438,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,20,10.01.2024,12,07100206,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,17,09.01.2024,21,01100313,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,12,09.01.2024,14,02200211,4300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,13.12.2023,15,13.12.2023,19,07100101,799,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,08,10.01.2024,12,09501736,200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,20,10.01.2024,07,07200414,1199,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,02.01.2024,10,02.01.2024,14,06400840,1681,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,19,10.01.2024,09,02100103,894,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,08,09.01.2024,22,10300733,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,08.01.2024,17,08.01.2024,17,03601348,0,Nein,Lastenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
10.01.2024,22.12.2023,11,22.12.2023,14,11400927,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
10.01.2024,09.01.2024,12,10.01.2024,01,03601142,95,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,13,09.01.2024,13,09401433,30,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,20.12.2023,19,21.12.2023,15,10400939,675,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,14,09.01.2024,15,08100101,908,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,06.01.2024,17,09.01.2024,07,11300722,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,16,09.01.2024,08,09200613,1899,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,20,09.01.2024,06,03601243,1306,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,21,09.01.2024,19,07200414,700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,08,09.01.2024,15,01300834,250,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,07.01.2024,18,09.01.2024,12,01401048,0,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,07.01.2024,02,09.01.2024,17,02500834,2000,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2024,09.01.2024,11,09.01.2024,15,02500835,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,22,09.01.2024,19,03601141,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,19,09.01.2024,13,08200727,4582,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2024,15.12.2023,15,16.12.2023,09,05100104,349,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,08,08.01.2024,15,04200310,2599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,02.01.2024,08,03.01.2024,17,01400938,1498,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,19,09.01.2024,07,01100416,1599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,09,09.01.2024,12,01100104,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,14,08.01.2024,14,08100207,2700,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,10,09.01.2024,16,08100417,549,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,06.01.2024,17,09.01.2024,17,07400721,900,Unbekannt,Fahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2024,09.01.2024,18,09.01.2024,19,04300623,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,10,09.01.2024,19,06400840,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,10,08.01.2024,17,01100308,1697,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,16,09.01.2024,08,06200311,2000,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,05.01.2024,20,06.01.2024,11,02500835,2287,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,14,08.01.2024,15,12601133,597,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,06,09.01.2024,18,12100205,933,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,20,08.01.2024,20,03701660,2998,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
09.01.2024,08.01.2024,16,09.01.2024,08,01200518,579,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,06.01.2024,09,06.01.2024,14,02500835,3288,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,08,09.01.2024,17,03601347,710,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,11,09.01.2024,17,03601243,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,09.01.2024,11,09.01.2024,13,01300836,2157,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,06.01.2024,17,06.01.2024,22,04400835,989,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,08.01.2024,21,09.01.2024,10,03701554,649,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
09.01.2024,06.01.2024,10,09.01.2024,10,03701660,1400,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
09.01.2024,09.01.2024,18,09.01.2024,18,02100102,1650,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
08.01.2024,11.12.2023,18,11.12.2023,19,02200211,1600,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
